Bundesland;Datum;Altersgrupppe;EW_Fallzahl
Hamburg;2020-11-02;20-59;308.96
Hamburg;2020-11-02;60+;73.392
Hamburg;2020-11-03;00-19;93.958
Hamburg;2020-11-03;20-59;324.13
Hamburg;2020-11-03;60+;63.533
Hamburg;2020-11-04;00-19;88.15
Hamburg;2020-11-04;20-59;284.38
Hamburg;2020-11-04;60+;92.292
Hamburg;2020-11-05;00-19;77.292
Hamburg;2020-11-05;20-59;252.81
Hamburg;2020-11-05;60+;65.333
Hamburg;2020-11-06;00-19;66.25
Hamburg;2020-11-06;20-59;255.7
Hamburg;2020-11-06;60+;58.592
Hamburg;2020-11-07;00-19;59.65
Hamburg;2020-11-07;20-59;233.13
Hamburg;2020-11-07;60+;53.717
Hamburg;2020-11-08;00-19;63.183
Hamburg;2020-11-08;20-59;227.34
Hamburg;2020-11-08;60+;58.192
Hamburg;2020-11-09;00-19;75.292
Hamburg;2020-11-09;20-59;264.26
Hamburg;2020-11-09;60+;71.783
Hamburg;2020-11-10;00-19;71.475
Hamburg;2020-11-10;20-59;254.91
Hamburg;2020-11-10;60+;75.35
Hamburg;2020-11-11;00-19;86.542
Hamburg;2020-11-11;20-59;234.95
Hamburg;2020-11-11;60+;71.067
Hamburg;2020-11-12;00-19;62.4
Hamburg;2020-11-12;20-59;213.78
Hamburg;2020-11-12;60+;68.658
Hamburg;2020-11-13;00-19;59.475
Hamburg;2020-11-13;20-59;212.78
Hamburg;2020-11-13;60+;57.517
Hamburg;2020-11-14;00-19;51.85
Hamburg;2020-11-14;20-59;200.32
Hamburg;2020-11-14;60+;48.5
Hamburg;2020-11-15;00-19;50.067
Hamburg;2020-11-15;20-59;199.74
Hamburg;2020-11-15;60+;60.2
Hamburg;2020-11-16;00-19;64.433
Hamburg;2020-11-16;20-59;222.69
Hamburg;2020-11-16;60+;65.167
Hamburg;2020-11-17;00-19;65.392
Hamburg;2020-11-17;20-59;209.2
Hamburg;2020-11-17;60+;68.817
Hamburg;2020-11-18;00-19;57.433
Hamburg;2020-11-18;20-59;199.32
Hamburg;2020-11-18;60+;75.75
Hamburg;2020-11-19;00-19;55.492
Hamburg;2020-11-19;20-59;175.93
Hamburg;2020-11-19;60+;68.242
Hamburg;2020-11-20;00-19;47.875
Hamburg;2020-11-20;20-59;166.55
Hamburg;2020-11-20;60+;55.742
Hamburg;2020-11-21;00-19;36.442
Hamburg;2020-11-21;20-59;150.04
Hamburg;2020-11-21;60+;43.758
Hamburg;2020-11-22;00-19;36.125
Hamburg;2020-11-22;20-59;155.87
Hamburg;2020-11-22;60+;53.392
Hamburg;2020-11-23;00-19;45.383
Hamburg;2020-11-23;20-59;182.78
Hamburg;2020-11-23;60+;61.808
Hamburg;2020-11-24;00-19;42.258
Hamburg;2020-11-24;20-59;172.21
Hamburg;2020-11-24;60+;69.708
Hamburg;2020-11-25;00-19;44.617
Hamburg;2020-11-25;20-59;148.86
Hamburg;2020-11-25;60+;60.758
Hamburg;2020-11-26;00-19;39.442
Hamburg;2020-11-26;20-59;144.58
Hamburg;2020-11-26;60+;52
Hamburg;2020-11-27;00-19;41.217
Hamburg;2020-11-27;20-59;155.72
Hamburg;2020-11-27;60+;51.675
Hamburg;2020-11-28;00-19;39.475
Hamburg;2020-11-28;20-59;156.36
Hamburg;2020-11-28;60+;53.25
Hamburg;2020-11-29;00-19;39.208
Hamburg;2020-11-29;20-59;162.99
Hamburg;2020-11-29;60+;55.525
Hamburg;2020-11-30;00-19;52.267
Hamburg;2020-11-30;20-59;201.69
Hamburg;2020-11-30;60+;79.358
Hamburg;2020-12-01;00-19;51.8
Hamburg;2020-12-01;20-59;218.18
Hamburg;2020-12-01;60+;81.617
Hamburg;2020-12-02;00-19;59.358
Hamburg;2020-12-02;20-59;216.75
Hamburg;2020-12-02;60+;78.983
Hamburg;2020-12-03;00-19;56.333
Hamburg;2020-12-03;20-59;221.22
Hamburg;2020-12-03;60+;81.2
Hamburg;2020-12-04;00-19;54.542
Hamburg;2020-12-04;20-59;221.72
Hamburg;2020-12-04;60+;75.575
Hamburg;2020-12-05;00-19;56.858
Hamburg;2020-12-05;20-59;215.53
Hamburg;2020-12-05;60+;67.033
Hamburg;2020-12-06;00-19;51.533
Hamburg;2020-12-06;20-59;216.45
Hamburg;2020-12-06;60+;75.125
Hamburg;2020-12-07;00-19;65.95
Hamburg;2020-12-07;20-59;264.84
Hamburg;2020-12-07;60+;94.083
Hamburg;2020-12-08;00-19;69.667
Hamburg;2020-12-08;20-59;280.41
Hamburg;2020-12-08;60+;107.75
Hamburg;2020-12-09;00-19;67.658
Hamburg;2020-12-09;20-59;245.94
Hamburg;2020-12-09;60+;105.53
Hamburg;2020-12-10;00-19;58.675
Hamburg;2020-12-10;20-59;246.99
Hamburg;2020-12-10;60+;118.72
Hamburg;2020-12-11;00-19;54.508
Hamburg;2020-12-11;20-59;282.35
Hamburg;2020-12-11;60+;113.22
Hamburg;2020-12-12;00-19;50.7
Hamburg;2020-12-12;20-59;233.53
Hamburg;2020-12-12;60+;95.067
Hamburg;2020-12-13;00-19;60.742
Hamburg;2020-12-13;20-59;249.75
Hamburg;2020-12-13;60+;85.7
Hamburg;2020-12-14;00-19;63.167
Hamburg;2020-12-14;20-59;303.94
Hamburg;2020-12-14;60+;113.81
Hamburg;2020-12-15;00-19;66.558
Hamburg;2020-12-15;20-59;302.12
Hamburg;2020-12-15;60+;120.63
Hamburg;2020-12-16;00-19;68.65
Hamburg;2020-12-16;20-59;309.33
Hamburg;2020-12-16;60+;120.3
Hamburg;2020-12-17;00-19;54.592
Hamburg;2020-12-17;20-59;290.93
Hamburg;2020-12-17;60+;112.92
Hamburg;2020-12-18;00-19;61.583
Hamburg;2020-12-18;20-59;293.61
Hamburg;2020-12-18;60+;106.82
Hamburg;2020-12-19;00-19;47.025
Hamburg;2020-12-19;20-59;275.32
Hamburg;2020-12-19;60+;90.733
Hamburg;2020-12-20;00-19;45.967
Hamburg;2020-12-20;20-59;262.49
Hamburg;2020-12-20;60+;94.442
Hamburg;2020-12-21;00-19;52.442
Hamburg;2020-12-21;20-59;282.27
Hamburg;2020-12-21;60+;114.16
Hamburg;2020-12-22;00-19;47.533
Hamburg;2020-12-22;20-59;243.22
Hamburg;2020-12-22;60+;102.74
Hamburg;2020-12-23;00-19;40.7
Hamburg;2020-12-23;20-59;213.04
Hamburg;2020-12-23;60+;93.167
Hamburg;2020-12-24;00-19;39.358
Hamburg;2020-12-24;20-59;206.18
Hamburg;2020-12-24;60+;80.917
Hamburg;2020-12-25;00-19;35.508
Hamburg;2020-12-25;20-59;204.29
Hamburg;2020-12-25;60+;76.358
Hamburg;2020-12-26;00-19;34.208
Hamburg;2020-12-26;20-59;201.06
Hamburg;2020-12-26;60+;70.833
Hamburg;2020-12-27;00-19;42.008
Hamburg;2020-12-27;20-59;225.49
Hamburg;2020-12-27;60+;75.983
Hamburg;2020-12-28;00-19;44.075
Hamburg;2020-12-28;20-59;262.02
Hamburg;2020-12-28;60+;114.52
Hamburg;2020-12-29;00-19;36.292
Hamburg;2020-12-29;20-59;233.97
Hamburg;2020-12-29;60+;115.7
Hamburg;2020-12-30;00-19;50.992
Hamburg;2020-12-30;20-59;217.83
Hamburg;2020-12-30;60+;93.142
Hamburg;2020-12-31;00-19;38.008
Hamburg;2020-12-31;20-59;184.79
Hamburg;2020-12-31;60+;84.542
Hamburg;2021-01-01;00-19;23.133
Hamburg;2021-01-01;20-59;214.03
Hamburg;2021-01-01;60+;85.442
Hamburg;2021-01-02;00-19;34.617
Hamburg;2021-01-02;20-59;221.13
Hamburg;2021-01-02;60+;109.62
Hamburg;2021-01-03;00-19;37.367
Hamburg;2021-01-03;20-59;251.51
Hamburg;2021-01-03;60+;93.425
Hamburg;2021-01-04;00-19;40.608
Hamburg;2021-01-04;20-59;270.48
Hamburg;2021-01-04;60+;105.95
Hamburg;2021-01-05;00-19;40.883
Hamburg;2021-01-05;20-59;236.79
Hamburg;2021-01-05;60+;92.417
Hamburg;2021-01-06;00-19;48.492
Hamburg;2021-01-06;20-59;214.92
Hamburg;2021-01-06;60+;94.125
Hamburg;2021-01-07;00-19;35.033
Hamburg;2021-01-07;20-59;212.53
Hamburg;2021-01-07;60+;75.217
Hamburg;2021-01-08;00-19;36.392
Hamburg;2021-01-08;20-59;193.68
Hamburg;2021-01-08;60+;68.233
Hamburg;2021-01-09;00-19;24.192
Hamburg;2021-01-09;20-59;146.86
Hamburg;2021-01-09;60+;55.375
Hamburg;2021-01-10;00-19;37.175
Hamburg;2021-01-10;20-59;178.82
Hamburg;2021-01-10;60+;49.142
Hamburg;2021-01-11;00-19;31.317
Hamburg;2021-01-11;20-59;210.3
Hamburg;2021-01-11;60+;66.408
Hamburg;2021-01-12;00-19;28.225
Hamburg;2021-01-12;20-59;177.23
Hamburg;2021-01-12;60+;61.275
Hamburg;2021-01-13;00-19;34.55
Hamburg;2021-01-13;20-59;184.94
Hamburg;2021-01-13;60+;67.333
Hamburg;2021-01-14;00-19;28.108
Hamburg;2021-01-14;20-59;161.81
Hamburg;2021-01-14;60+;61.075
Hamburg;2021-01-15;00-19;28.192
Hamburg;2021-01-15;20-59;153.36
Hamburg;2021-01-15;60+;59.258
Hamburg;2021-01-16;00-19;22.483
Hamburg;2021-01-16;20-59;145.91
Hamburg;2021-01-16;60+;43.833
Hamburg;2021-01-17;00-19;28.075
Hamburg;2021-01-17;20-59;135.59
Hamburg;2021-01-17;60+;48.392
Hamburg;2021-01-18;00-19;30.658
Hamburg;2021-01-18;20-59;198.22
Hamburg;2021-01-18;60+;64.475
Hamburg;2021-01-19;00-19;26.317
Hamburg;2021-01-19;20-59;172.74
Hamburg;2021-01-19;60+;70.517
Hamburg;2021-01-20;00-19;26.35
Hamburg;2021-01-20;20-59;155.57
Hamburg;2021-01-20;60+;62.208
Hamburg;2021-01-21;00-19;27.45
Hamburg;2021-01-21;20-59;158.5
Hamburg;2021-01-21;60+;61.017
Hamburg;2021-01-22;00-19;22.558
Hamburg;2021-01-22;20-59;137.91
Hamburg;2021-01-22;60+;75.717
Hamburg;2021-01-23;00-19;36.942
Hamburg;2021-01-23;20-59;141.32
Hamburg;2021-01-23;60+;59.375
Hamburg;2021-01-24;00-19;13.617
Hamburg;2021-01-24;20-59;112.33
Hamburg;2021-01-24;60+;42.55
Hamburg;2021-01-25;00-19;25.692
Hamburg;2021-01-25;20-59;155.66
Hamburg;2021-01-25;60+;59.275
Hamburg;2021-01-26;00-19;36.317
Hamburg;2021-01-26;20-59;143.93
Hamburg;2021-01-26;60+;52.158
Hamburg;2021-01-27;00-19;29.683
Hamburg;2021-01-27;20-59;146.14
Hamburg;2021-01-27;60+;45.492
Hamburg;2021-01-28;00-19;29.5
Hamburg;2021-01-28;20-59;129.7
Hamburg;2021-01-28;60+;57.333
Hamburg;2021-01-29;00-19;20.383
Hamburg;2021-01-29;20-59;125.98
Hamburg;2021-01-29;60+;50.725
Hamburg;2021-01-30;00-19;18.75
Hamburg;2021-01-30;20-59;97.283
Hamburg;2021-01-30;60+;37.525
Hamburg;2021-01-31;00-19;15.133
Hamburg;2021-01-31;20-59;109.28
Hamburg;2021-01-31;60+;37.158
Hamburg;2021-02-01;00-19;18.483
Hamburg;2021-02-01;20-59;131.12
Hamburg;2021-02-01;60+;39.725
Hamburg;2021-02-02;00-19;24.542
Hamburg;2021-02-02;20-59;118.52
Hamburg;2021-02-02;60+;43.417
Hamburg;2021-02-03;00-19;28.258
Hamburg;2021-02-03;20-59;115.38
Hamburg;2021-02-03;60+;32.858
Hamburg;2021-02-04;00-19;27.992
Hamburg;2021-02-04;20-59;107.03
Hamburg;2021-02-04;60+;39.65
Hamburg;2021-02-05;00-19;21.517
Hamburg;2021-02-05;20-59;109.05
Hamburg;2021-02-05;60+;37.7
Hamburg;2021-02-06;00-19;23.233
Hamburg;2021-02-06;20-59;108.77
Hamburg;2021-02-06;60+;26.717
Hamburg;2021-02-07;00-19;14.392
Hamburg;2021-02-07;20-59;101.22
Hamburg;2021-02-07;60+;34.3
Hamburg;2021-02-08;00-19;24.483
Hamburg;2021-02-08;20-59;145.55
Hamburg;2021-02-08;60+;37.392
Hamburg;2021-02-09;00-19;15.875
Hamburg;2021-02-09;20-59;123.25
Hamburg;2021-02-09;60+;46.958
Hamburg;2021-02-10;00-19;30.75
Hamburg;2021-02-10;20-59;116.57
Hamburg;2021-02-10;60+;33.842
Hamburg;2021-02-11;00-19;30.85
Hamburg;2021-02-11;20-59;107.55
Hamburg;2021-02-11;60+;39.025
Hamburg;2021-02-12;00-19;22.15
Hamburg;2021-02-12;20-59;133.38
Hamburg;2021-02-12;60+;36.475
Hamburg;2021-02-13;00-19;18.625
Hamburg;2021-02-13;20-59;117.45
Hamburg;2021-02-13;60+;29.7
Hamburg;2021-02-14;00-19;19.117
Hamburg;2021-02-14;20-59;114.42
Hamburg;2021-02-14;60+;34.092
Hamburg;2021-02-15;00-19;35.717
Hamburg;2021-02-15;20-59;144.75
Hamburg;2021-02-15;60+;40.9
Hamburg;2021-02-16;00-19;30.208
Hamburg;2021-02-16;20-59;120.89
Hamburg;2021-02-16;60+;37.675
Hamburg;2021-02-17;00-19;34.542
Hamburg;2021-02-17;20-59;149.49
Hamburg;2021-02-17;60+;42.117
Hamburg;2021-02-18;00-19;33.083
Hamburg;2021-02-18;20-59;136.34
Hamburg;2021-02-18;60+;31.392
Hamburg;2021-02-19;00-19;34.775
Hamburg;2021-02-19;20-59;161.93
Hamburg;2021-02-19;60+;33.725
Hamburg;2021-02-20;00-19;23.75
Hamburg;2021-02-20;20-59;134.2
Hamburg;2021-02-20;60+;36.367
Hamburg;2021-02-21;00-19;28.083
Hamburg;2021-02-21;20-59;105.3
Hamburg;2021-02-21;60+;29.35
Hamburg;2021-02-22;00-19;35.675
Hamburg;2021-02-22;20-59;162.41
Hamburg;2021-02-22;60+;43.25
Hamburg;2021-02-23;00-19;44
Hamburg;2021-02-23;20-59;147.16
Hamburg;2021-02-23;60+;32.992
Hamburg;2021-02-24;00-19;37.292
Hamburg;2021-02-24;20-59;166.07
Hamburg;2021-02-24;60+;31.9
Hamburg;2021-02-25;00-19;28.433
Hamburg;2021-02-25;20-59;112.31
Hamburg;2021-02-25;60+;35.95
Hamburg;2021-02-26;00-19;41.9
Hamburg;2021-02-26;20-59;134.71
Hamburg;2021-02-26;60+;29.8
Hamburg;2021-02-27;00-19;29.167
Hamburg;2021-02-27;20-59;137.37
Hamburg;2021-02-27;60+;32.633
Hamburg;2021-02-28;00-19;41.383
Hamburg;2021-02-28;20-59;136.02
Hamburg;2021-02-28;60+;27.75
Hamburg;2021-03-01;00-19;32.008
Hamburg;2021-03-01;20-59;136.79
Hamburg;2021-03-01;60+;41.35
Hamburg;2021-03-02;00-19;30.267
Hamburg;2021-03-02;20-59;115.88
Hamburg;2021-03-02;60+;38.083
Hamburg;2021-03-03;00-19;49.208
Hamburg;2021-03-03;20-59;143.38
Hamburg;2021-03-03;60+;31.258
Hamburg;2021-03-04;00-19;44.325
Hamburg;2021-03-04;20-59;144.99
Hamburg;2021-03-04;60+;27.775
Hamburg;2021-03-05;00-19;49.675
Hamburg;2021-03-05;20-59;155.92
Hamburg;2021-03-05;60+;25.1
Hamburg;2021-03-06;00-19;41.517
Hamburg;2021-03-06;20-59;171.73
Hamburg;2021-03-06;60+;29.342
Hamburg;2021-03-07;00-19;34.2
Hamburg;2021-03-07;20-59;134.78
Hamburg;2021-03-07;60+;35.4
Hamburg;2021-03-08;00-19;41.033
Hamburg;2021-03-08;20-59;179.58
Hamburg;2021-03-08;60+;30.092
Hamburg;2021-03-09;00-19;48.142
Hamburg;2021-03-09;20-59;150.29
Hamburg;2021-03-09;60+;35.733
Hamburg;2021-03-10;00-19;52.017
Hamburg;2021-03-10;20-59;171.51
Hamburg;2021-03-10;60+;40.65
Hamburg;2021-03-11;00-19;44.258
Hamburg;2021-03-11;20-59;169.64
Hamburg;2021-03-11;60+;45.625
Hamburg;2021-03-12;00-19;48.95
Hamburg;2021-03-12;20-59;199.84
Hamburg;2021-03-12;60+;42.392
Hamburg;2021-03-13;00-19;44.742
Hamburg;2021-03-13;20-59;173.29
Hamburg;2021-03-13;60+;41.208
Hamburg;2021-03-14;00-19;46.767
Hamburg;2021-03-14;20-59;181.62
Hamburg;2021-03-14;60+;42.367
Hamburg;2021-03-15;00-19;66.892
Hamburg;2021-03-15;20-59;231.78
Hamburg;2021-03-15;60+;42.008
Hamburg;2021-03-16;00-19;73.308
Hamburg;2021-03-16;20-59;240.97
Hamburg;2021-03-16;60+;54.9
Hamburg;2021-03-17;00-19;67
Hamburg;2021-03-17;20-59;254.88
Hamburg;2021-03-17;60+;48.95
Hamburg;2021-03-18;00-19;81.875
Hamburg;2021-03-18;20-59;203.66
Hamburg;2021-03-18;60+;46.717
Hamburg;2021-03-19;00-19;77.283
Hamburg;2021-03-19;20-59;226.32
Hamburg;2021-03-19;60+;46.458
Hamburg;2021-03-20;00-19;59.325
Hamburg;2021-03-20;20-59;229.05
Hamburg;2021-03-20;60+;48.192
Hamburg;2021-03-21;00-19;71.817
Hamburg;2021-03-21;20-59;212.82
Hamburg;2021-03-21;60+;45.217
Hamburg;2021-03-22;00-19;109.35
Hamburg;2021-03-22;20-59;306.16
Hamburg;2021-03-22;60+;66.025
Hamburg;2021-03-23;00-19;114.72
Hamburg;2021-03-23;20-59;290.87
Hamburg;2021-03-23;60+;66.708
Hamburg;2021-03-24;00-19;112.08
Hamburg;2021-03-24;20-59;305.05
Hamburg;2021-03-24;60+;50.308
Hamburg;2021-03-25;00-19;103.89
Hamburg;2021-03-25;20-59;271.08
Hamburg;2021-03-25;60+;51.467
Hamburg;2021-03-26;00-19;85.525
Hamburg;2021-03-26;20-59;256.37
Hamburg;2021-03-26;60+;63.625
Hamburg;2021-03-27;00-19;86.383
Hamburg;2021-03-27;20-59;242.58
Hamburg;2021-03-27;60+;51.258
Hamburg;2021-03-28;00-19;96.575
Hamburg;2021-03-28;20-59;232.88
Hamburg;2021-03-28;60+;33.75
Hamburg;2021-03-29;00-19;109.32
Hamburg;2021-03-29;20-59;288.68
Hamburg;2021-03-29;60+;51.283
Hamburg;2021-03-30;00-19;103.27
Hamburg;2021-03-30;20-59;274.39
Hamburg;2021-03-30;60+;45.917
Hamburg;2021-03-31;00-19;111.97
Hamburg;2021-03-31;20-59;268.62
Hamburg;2021-03-31;60+;45.233
Hamburg;2021-04-01;00-19;84.625
Hamburg;2021-04-01;20-59;257.38
Hamburg;2021-04-01;60+;47.383
Hamburg;2021-04-02;00-19;74.2
Hamburg;2021-04-02;20-59;244.47
Hamburg;2021-04-02;60+;45.308
Hamburg;2021-04-03;00-19;68.733
Hamburg;2021-04-03;20-59;214.19
Hamburg;2021-04-03;60+;41.667
Hamburg;2021-04-04;00-19;61.767
Hamburg;2021-04-04;20-59;200.74
Hamburg;2021-04-04;60+;39.408
Hamburg;2021-04-05;00-19;72.592
Hamburg;2021-04-05;20-59;225.12
Hamburg;2021-04-05;60+;40.467
Hamburg;2021-04-06;00-19;83.458
Hamburg;2021-04-06;20-59;244.36
Hamburg;2021-04-06;60+;49.825
Hamburg;2021-04-07;00-19;104.17
Hamburg;2021-04-07;20-59;284.92
Hamburg;2021-04-07;60+;42.9
Hamburg;2021-04-08;00-19;91.267
Hamburg;2021-04-08;20-59;247.47
Hamburg;2021-04-08;60+;40.367
Hamburg;2021-04-09;00-19;90.1
Hamburg;2021-04-09;20-59;251.92
Hamburg;2021-04-09;60+;44
Hamburg;2021-04-10;00-19;78.717
Hamburg;2021-04-10;20-59;216.93
Hamburg;2021-04-10;60+;31.45
Hamburg;2021-04-11;00-19;69.433
Hamburg;2021-04-11;20-59;197.24
Hamburg;2021-04-11;60+;40.833
Hamburg;2021-04-12;00-19;91.317
Hamburg;2021-04-12;20-59;234.51
Hamburg;2021-04-12;60+;40.892
Hamburg;2021-04-13;00-19;93.183
Hamburg;2021-04-13;20-59;258.32
Hamburg;2021-04-13;60+;44.233
Hamburg;2021-04-14;00-19;85.45
Hamburg;2021-04-14;20-59;253.4
Hamburg;2021-04-14;60+;37.983
Hamburg;2021-04-15;00-19;58.133
Hamburg;2021-04-15;20-59;214.65
Hamburg;2021-04-15;60+;40.125
Hamburg;2021-04-16;00-19;61.867
Hamburg;2021-04-16;20-59;214.07
Hamburg;2021-04-16;60+;41.683
Hamburg;2021-04-17;00-19;64.458
Hamburg;2021-04-17;20-59;188.98
Hamburg;2021-04-17;60+;36.7
Hamburg;2021-04-18;00-19;68.508
Hamburg;2021-04-18;20-59;178.36
Hamburg;2021-04-18;60+;32.125
Hamburg;2021-04-19;00-19;71.3
Hamburg;2021-04-19;20-59;214.52
Hamburg;2021-04-19;60+;52.758
Hamburg;2021-04-20;00-19;82.917
Hamburg;2021-04-20;20-59;203.29
Hamburg;2021-04-20;60+;38.25
Hamburg;2021-04-21;00-19;72.908
Hamburg;2021-04-21;20-59;210.49
Hamburg;2021-04-21;60+;41.025
Hamburg;2021-04-22;00-19;61.508
Hamburg;2021-04-22;20-59;188
Hamburg;2021-04-22;60+;29.983
Hamburg;2021-04-23;00-19;67.233
Hamburg;2021-04-23;20-59;171.51
Hamburg;2021-04-23;60+;43.483
Hamburg;2021-04-24;00-19;42.442
Hamburg;2021-04-24;20-59;158.06
Hamburg;2021-04-24;60+;32.683
Hamburg;2021-04-25;00-19;53.683
Hamburg;2021-04-25;20-59;163.43
Hamburg;2021-04-25;60+;28.55
Hamburg;2021-04-26;00-19;65.125
Hamburg;2021-04-26;20-59;196.67
Hamburg;2021-04-26;60+;27.558
Hamburg;2021-04-27;00-19;63.75
Hamburg;2021-04-27;20-59;187.06
Hamburg;2021-04-27;60+;41.533
Hamburg;2021-04-28;00-19;65.383
Hamburg;2021-04-28;20-59;189.03
Hamburg;2021-04-28;60+;28.575
Hamburg;2021-04-29;00-19;59.725
Hamburg;2021-04-29;20-59;153.25
Hamburg;2021-04-29;60+;27.125
Hamburg;2021-04-30;00-19;47.917
Hamburg;2021-04-30;20-59;158.74
Hamburg;2021-04-30;60+;23.683
Hamburg;2021-05-01;00-19;33.917
Hamburg;2021-05-01;20-59;152.59
Hamburg;2021-05-01;60+;24.033
Hamburg;2021-05-02;00-19;37.658
Hamburg;2021-05-02;20-59;128.9
Hamburg;2021-05-02;60+;23.158
Hamburg;2021-05-03;00-19;59.95
Hamburg;2021-05-03;20-59;154.13
Hamburg;2021-05-03;60+;26.067
Hamburg;2021-05-04;00-19;51.175
Hamburg;2021-05-04;20-59;137.38
Hamburg;2021-05-04;60+;23.3
Hamburg;2021-05-05;00-19;52.842
Hamburg;2021-05-05;20-59;112.42
Hamburg;2021-05-05;60+;26.025
Hamburg;2021-05-06;00-19;51.392
Hamburg;2021-05-06;20-59;108.47
Hamburg;2021-05-06;60+;23.242
Hamburg;2021-05-07;00-19;38.567
Hamburg;2021-05-07;20-59;105.54
Hamburg;2021-05-07;60+;22.592
Hamburg;2021-05-08;00-19;21.642
Hamburg;2021-05-08;20-59;95.325
Hamburg;2021-05-08;60+;16.85
Hamburg;2021-05-09;00-19;29.942
Hamburg;2021-05-09;20-59;84.458
Hamburg;2021-05-09;60+;16.575
Hamburg;2021-05-10;00-19;31.75
Hamburg;2021-05-10;20-59;95.608
Hamburg;2021-05-10;60+;15
Hamburg;2021-05-11;00-19;28.417
Hamburg;2021-05-11;20-59;82.508
Hamburg;2021-05-11;60+;18.683
Hamburg;2021-05-12;00-19;24.692
Hamburg;2021-05-12;20-59;76.608
Hamburg;2021-05-12;60+;15.058
Hamburg;2021-05-13;00-19;18.5
Hamburg;2021-05-13;20-59;62.067
Hamburg;2021-05-13;60+;9.2167
Hamburg;2021-05-14;00-19;22.85
Hamburg;2021-05-14;20-59;60.325
Hamburg;2021-05-14;60+;12.483
Hamburg;2021-05-15;00-19;26.858
Hamburg;2021-05-15;20-59;66.683
Hamburg;2021-05-15;60+;12.483
Hamburg;2021-05-16;00-19;27.167
Hamburg;2021-05-16;20-59;64.675
Hamburg;2021-05-16;60+;6.1833
Hamburg;2021-05-17;00-19;30.417
Hamburg;2021-05-17;20-59;46.758
Hamburg;2021-05-17;60+;9.7083
Hamburg;2021-05-18;00-19;31.417
Hamburg;2021-05-18;20-59;53.808
Hamburg;2021-05-18;60+;5.1167
Hamburg;2021-05-19;00-19;26.708
Hamburg;2021-05-19;20-59;61.975
Hamburg;2021-05-19;60+;8.075
Hamburg;2021-05-20;00-19;22.825
Hamburg;2021-05-20;20-59;54.308
Hamburg;2021-05-20;60+;8.7833
Hamburg;2021-05-21;00-19;30.433
Hamburg;2021-05-21;20-59;46.15
Hamburg;2021-05-21;60+;6.8667
Hamburg;2021-05-22;00-19;18.408
Hamburg;2021-05-22;20-59;31.317
Hamburg;2021-05-22;60+;6.0833
Hamburg;2021-05-23;00-19;14.417
Hamburg;2021-05-23;20-59;40.075
Hamburg;2021-05-23;60+;3.45
Hamburg;2021-05-24;00-19;12.892
Hamburg;2021-05-24;20-59;31.442
Hamburg;2021-05-24;60+;5.8917
Hamburg;2021-05-25;00-19;22.992
Hamburg;2021-05-25;20-59;45.808
Hamburg;2021-05-25;60+;5.4333
Hamburg;2021-05-26;00-19;16.008
Hamburg;2021-05-26;20-59;34.4
Hamburg;2021-05-26;60+;5.7083
Hamburg;2021-05-27;00-19;16.775
Hamburg;2021-05-27;20-59;38.492
Hamburg;2021-05-27;60+;3.225
Hamburg;2021-05-28;00-19;25.275
Hamburg;2021-05-28;20-59;42.058
Hamburg;2021-05-28;60+;3.6583
Hamburg;2021-05-29;00-19;14.008
Hamburg;2021-05-29;20-59;28.867
Hamburg;2021-05-29;60+;3.2
Hamburg;2021-05-30;00-19;10.075
Hamburg;2021-05-30;20-59;16.383
Hamburg;2021-05-30;60+;8.1833
Hamburg;2021-05-31;00-19;12.883
Hamburg;2021-05-31;20-59;38.8
Hamburg;2021-05-31;60+;6.7333
Hamburg;2021-06-01;00-19;16.175
Hamburg;2021-06-01;20-59;28.325
Hamburg;2021-06-01;60+;1.075
Hamburg;2021-06-02;00-19;13.708
Hamburg;2021-06-02;20-59;38.917
Hamburg;2021-06-02;60+;4.5333
Hamburg;2021-06-03;00-19;11.133
Hamburg;2021-06-03;20-59;27.492
Hamburg;2021-06-03;60+;4.3333
Hamburg;2021-06-04;00-19;13.575
Hamburg;2021-06-04;20-59;29.3
Hamburg;2021-06-04;60+;5.8917
Hamburg;2021-06-05;00-19;9.075
Hamburg;2021-06-05;20-59;19.967
Hamburg;2021-06-05;60+;5.575
Hamburg;2021-06-06;00-19;9.7917
Hamburg;2021-06-06;20-59;30.667
Hamburg;2021-06-06;60+;2.75
Hamburg;2021-06-07;00-19;10.292
Hamburg;2021-06-07;20-59;23.442
Hamburg;2021-06-07;60+;2.5833
Hamburg;2021-06-08;00-19;12.592
Hamburg;2021-06-08;20-59;31.092
Hamburg;2021-06-08;60+;1.1
Hamburg;2021-06-09;00-19;9.3917
Hamburg;2021-06-09;20-59;20.275
Hamburg;2021-06-09;60+;4.0417
Hamburg;2021-06-10;00-19;14.192
Hamburg;2021-06-10;20-59;22.633
Hamburg;2021-06-10;60+;2.8583
Hamburg;2021-06-11;00-19;16.125
Hamburg;2021-06-11;20-59;17.758
Hamburg;2021-06-11;60+;3.675
Hamburg;2021-06-12;00-19;14.517
Hamburg;2021-06-12;20-59;20.967
Hamburg;2021-06-12;60+;1.65
Hamburg;2021-06-13;00-19;6.9167
Hamburg;2021-06-13;20-59;11.575
Hamburg;2021-06-13;60+;1.8083
Hamburg;2021-06-14;00-19;8.6583
Hamburg;2021-06-14;20-59;17.917
Hamburg;2021-06-14;60+;1.5083
Hamburg;2021-06-15;00-19;14.158
